year,origin_geoid,dest_geoid,flow,origin_name,dest_name
2018,29139,53009,122,Montgomery County,Clallam County
2018,27021,29139,979,Cass County,Montgomery County
2018,54087,29139,750,Roane County,Montgomery County
2018,38087,29139,641,Slope County,Montgomery County
2018,29139,22001,841,Montgomery County,Acadia Parish
2019,29139,01033,853,Montgomery County,Colbert County
2019,29139,22089,617,Montgomery County,St. Charles Parish
2019,29139,72009,554,Montgomery County,Aibonito Municipio
2019,29023,29139,238,Butler County,Montgomery County
2019,29139,02275,493,Montgomery County,Wrangell City and Borough
2020,11001,29139,274,District of Columbia,Montgomery County
2020,16051,29139,409,Jefferson County,Montgomery County
2020,29139,28009,144,Montgomery County,Benton County
2018,29021,25017,91,Buchanan County,Middlesex County
2018,49027,29021,507,Millard County,Buchanan County
2018,36113,29021,36,Warren County,Buchanan County
2018,09003,29021,433,Hartford County,Buchanan County
2019,29021,26025,698,Buchanan County,Calhoun County
2019,23005,29021,559,Cumberland County,Buchanan County
2019,29021,72153,232,Buchanan County,Yauco Municipio
2020,15007,29021,780,Kauai County,Buchanan County
2020,29021,50017,835,Buchanan County,Orange County
2020,29021,15009,965,Buchanan County,Maui County
2020,02110,29021,397,Juneau City and Borough,Buchanan County
2018,29091,18081,88,Howell County,Johnson County
2018,21147,29091,348,McCreary County,Howell County
2018,12009,29091,299,Brevard County,Howell County
2018,29091,15005,488,Howell County,Kalawao County
2018,08103,29091,345,Rio Blanco County,Howell County
2019,31079,29091,456,Hall County,Howell County
2019,02090,29091,515,Fairbanks North Star Borough,Howell County
2019,29091,32017,364,Howell County,Lincoln County
2019,40095,29091,384,Marshall County,Howell County
2019,72059,29091,303,Guayanilla Municipio,Howell County
2020,41035,29091,177,Klamath County,Howell County
2020,30067,29091,445,Park County,Howell County
2020,56017,29091,273,Hot Springs County,Howell County
2018,29141,28045,710,Morgan County,Hancock County
2018,04009,29141,411,Graham County,Morgan County
2018,49001,29141,687,Beaver County,Morgan County
2018,29141,48381,384,Morgan County,Randall County
2018,04015,29141,767,Mohave County,Morgan County
2019,29141,41063,782,Morgan County,Wallowa County
2019,29141,32033,870,Morgan County,White Pine County
2019,09005,29141,541,Litchfield County,Morgan County
2019,24003,29141,388,Anne Arundel County,Morgan County
2020,47147,29141,874,Robertson County,Morgan County
2020,29141,04017,676,Morgan County,Navajo County
2020,29141,54063,606,Morgan County,Monroe County
2018,29133,22123,838,Mississippi County,West Carroll Parish
2018,29133,37001,619,Mississippi County,Alamance County
2018,29133,53073,555,Mississippi County,Whatcom County
2018,40009,29133,967,Beckham County,Mississippi County
2019,29133,28021,236,Mississippi County,Claiborne County
2019,24029,29133,164,Kent County,Mississippi County
2020,25023,29133,472,Plymouth County,Mississippi County
2020,29133,20061,307,Mississippi County,Geary County
2020,29133,55001,729,Mississippi County,Adams County
2020,48371,29133,374,Pecos County,Mississippi County
2018,01091,29095,398,Marengo County,Jackson County
2018,12019,29095,379,Clay County,Jackson County
2019,29095,34017,109,Jackson County,Hudson County
2019,29095,47091,939,Jackson County,Johnson County
2020,29021,29095,78,Buchanan County,Jackson County
2020,29095,41053,534,Jackson County,Polk County
2020,29095,06011,881,Jackson County,Colusa County
2020,41063,29095,844,Wallowa County,Jackson County
2020,31135,29095,718,Perkins County,Jackson County
2018,50003,29023,90,Bennington County,Butler County
2018,35023,29023,973,Hidalgo County,Butler County
2019,55069,29023,954,Lincoln County,Butler County
2019,02090,29023,888,Fairbanks North Star Borough,Butler County
2019,29023,39135,464,Butler County,Preble County
2020,29023,72001,894,Butler County,Adjuntas Municipio
2020,29023,51145,225,Butler County,Powhatan County
2020,20189,29023,457,Stevens County,Butler County
2020,29023,44001,843,Butler County,Bristol County
2020,49033,29023,179,Rich County,Butler County
2018,30001,20021,379,Beaverhead County,Cherokee County
2018,30001,06105,318,Beaverhead County,Trinity County
2019,20021,30001,119,Cherokee County,Beaverhead County
2019,30001,36033,547,Beaverhead County,Franklin County
2019,30001,51087,28,Beaverhead County,Henrico County
2020,30001,10005,59,Beaverhead County,Sussex County
2020,56001,30001,458,Albany County,Beaverhead County
2020,51145,30001,845,Powhatan County,Beaverhead County
2020,30001,32011,815,Beaverhead County,Eureka County
2018,30011,36051,225,Carter County,Livingston County
2018,30011,53073,549,Carter County,Whatcom County
2018,21215,30011,207,Spencer County,Carter County
2018,30011,39053,315,Carter County,Gallia County
2019,49045,30011,314,Tooele County,Carter County
2019,30011,41017,353,Carter County,Deschutes County
2019,30011,47021,561,Carter County,Cheatham County
2020,30011,09005,876,Carter County,Litchfield County
2020,30011,19195,254,Carter County,Worth County
2020,30011,30025,863,Carter County,Fallon County
2020,02150,30011,92,Kodiak Island Borough,Carter County
2020,34037,30011,777,Sussex County,Carter County
2018,09007,30067,754,Middlesex County,Park County
2018,30067,06025,217,Park County,Imperial County
2018,30067,04015,163,Park County,Mohave County
2018,13199,30067,583,Meriwether County,Park County
2018,01091,30067,923,Marengo County,Park County
2019,30067,34037,802,Park County,Sussex County
2019,30067,40071,792,Park County,Kay County
2020,30067,46035,448,Park County,Davison County
2020,02090,30067,732,Fairbanks North Star Borough,Park County
2020,10003,30067,690,New Castle County,Park County
2018,30027,72021,427,Fergus County,Bayamón Municipio
2018,30027,39025,574,Fergus County,Clermont County
2018,40107,30027,899,Okfuskee County,Fergus County
2018,33013,30027,796,Merrimack County,Fergus County
2018,13199,30027,715,Meriwether County,Fergus County
2019,55021,30027,655,Columbia County,Fergus County
2019,30027,08071,706,Fergus County,Las Animas County
2019,30027,34007,52,Fergus County,Camden County
2020,16009,30027,731,Benewah County,Fergus County
2020,19085,30027,706,Harrison County,Fergus County
2020,30027,45025,548,Fergus County,Chesterfield County
2018,30039,31111,932,Granite County,Lincoln County
2018,30039,20189,326,Granite County,Stevens County
2018,30039,20107,349,Granite County,Linn County
2018,30039,19021,42,Granite County,Buena Vista County
2018,25011,30039,519,Franklin County,Granite County
2019,08071,30039,507,Las Animas County,Granite County
2019,27025,30039,678,Chisago County,Granite County
2020,20129,30039,671,Morton County,Granite County
2020,30039,20095,145,Granite County,Kingman County
2018,45025,30101,186,Chesterfield County,Toole County
2018,21053,30101,84,Clinton County,Toole County
2018,56011,30101,882,Crook County,Toole County
2018,30101,32017,627,Toole County,Lincoln County
2018,30101,04015,717,Toole County,Mohave County
2019,30101,16075,810,Toole County,Payette County
2019,30101,37167,152,Toole County,Stanly County
2020,30101,25019,519,Toole County,Nantucket County
2020,30101,17095,303,Toole County,Knox County
2020,05129,30101,906,Searcy County,Toole County
2020,23003,30101,235,Aroostook County,Toole County
2018,30073,01081,968,Pondera County,Lee County
2018,30073,54039,951,Pondera County,Kanawha County
2018,23003,30073,807,Aroostook County,Pondera County
2018,30073,08087,185,Pondera County,Morgan County
2019,30073,24003,445,Pondera County,Anne Arundel County
2019,17081,30073,109,Jefferson County,Pondera County
2019,30073,53061,537,Pondera County,Snohomish County
2019,30073,51025,146,Pondera County,Brunswick County
2020,30073,34031,935,Pondera County,Passaic County
2020,05025,30073,174,Cleveland County,Pondera County
2020,33005,30073,499,Cheshire County,Pondera County
2018,31053,30053,121,Dodge County,Lincoln County
2018,30053,17001,658,Lincoln County,Adams County
2018,30039,30053,474,Granite County,Lincoln County
2018,30053,26045,869,Lincoln County,Eaton County
2018,33019,30053,917,Sullivan County,Lincoln County
2019,35039,30053,425,Rio Arriba County,Lincoln County
2019,30053,51083,711,Lincoln County,Halifax County
2020,30053,20021,889,Lincoln County,Cherokee County
2020,30053,38095,685,Lincoln County,Towner County
2018,30089,21081,176,Sanders County,Grant County
2018,26045,30089,678,Eaton County,Sanders County
2018,30089,16073,638,Sanders County,Owyhee County
2018,05025,30089,307,Cleveland County,Sanders County
2018,17181,30089,815,Union County,Sanders County
2019,30089,45089,751,Sanders County,Williamsburg County
2019,30089,12019,441,Sanders County,Clay County
2019,38095,30089,881,Towner County,Sanders County
2019,30089,50025,666,Sanders County,Windham County
2019,12035,30089,72,Flagler County,Sanders County
2020,30089,04025,410,Sanders County,Yavapai County
2020,30089,27153,534,Sanders County,Todd County
2020,25027,30089,704,Worcester County,Sanders County
2020,30089,01129,960,Sanders County,Washington County
2020,33017,30089,211,Strafford County,Sanders County
2018,33001,30025,78,Belknap County,Fallon County
2018,30025,42011,399,Fallon County,Berks County
2018,31145,30025,870,Red Willow County,Fallon County
2018,30025,09005,610,Fallon County,Litchfield County
2018,27021,30025,565,Cass County,Fallon County
2019,54063,30025,534,Monroe County,Fallon County
2019,05129,30025,995,Searcy County,Fallon County
2020,30025,48371,192,Fallon County,Pecos County
2020,30025,47145,165,Fallon County,Roane County
2020,30025,18079,66,Fallon County,Jennings County
2020,30025,08087,482,Fallon County,Morgan County
2018,46035,31081,277,Davison County,Hamilton County
2018,33001,31081,224,Belknap County,Hamilton County
2018,20107,31081,277,Linn County,Hamilton County
2018,31081,25025,680,Hamilton County,Suffolk County
2019,02013,31081,426,Aleutians East Borough,Hamilton County
2019,46109,31081,800,Roberts County,Hamilton County
2019,29021,31081,192,Buchanan County,Hamilton County
2019,06051,31081,116,Mono County,Hamilton County
2020,31081,39045,716,Hamilton County,Fairfield County
2020,31081,20021,36,Hamilton County,Cherokee County
2018,38011,31045,45,Bowman County,Dawes County
2018,46127,31045,404,Union County,Dawes County
2018,31045,28063,564,Dawes County,Jefferson County
2018,30011,31045,928,Carter County,Dawes County
2018,31045,46027,30,Dawes County,Clay County
2019,48381,31045,687,Randall County,Dawes County
2019,31045,56025,274,Dawes County,Natrona County
2019,31045,15003,185,Dawes County,Honolulu County
2020,12027,31045,608,DeSoto County,Dawes County
2020,31045,28063,87,Dawes County,Jefferson County
2020,13261,31045,306,Sumter County,Dawes County
2020,50001,31045,947,Addison County,Dawes County
2018,25003,31111,193,Berkshire County,Lincoln County
2018,31111,13299,75,Lincoln County,Ware County
2018,15007,31111,652,Kauai County,Lincoln County
2019,25009,31111,755,Essex County,Lincoln County
2019,35017,31111,206,Grant County,Lincoln County
2019,24039,31111,777,Somerset County,Lincoln County
2019,12035,31111,32,Flagler County,Lincoln County
2020,31111,21053,669,Lincoln County,Clinton County
2020,31111,39009,43,Lincoln County,Athens County
2020,19129,31111,613,Mills County,Lincoln County
2018,31145,47091,582,Red Willow County,Johnson County
2018,06075,31145,73,San Francisco County,Red Willow County
2018,31145,54027,333,Red Willow County,Hampshire County
2018,23029,31145,803,Washington County,Red Willow County
2019,33005,31145,16,Cheshire County,Red Willow County
2019,31145,47137,987,Red Willow County,Pickett County
2019,31145,17021,405,Red Willow County,Christian County
2019,30089,31145,927,Sanders County,Red Willow County
2019,19085,31145,574,Harrison County,Red Willow County
2020,06105,31145,380,Trinity County,Red Willow County
2020,31145,13113,411,Red Willow County,Fayette County
2018,46027,31001,730,Clay County,Adams County
2018,23019,31001,509,Penobscot County,Adams County
2018,31021,31001,14,Burt County,Adams County
2019,04021,31001,190,Pinal County,Adams County
2019,06105,31001,241,Trinity County,Adams County
2019,31001,72001,929,Adams County,Adjuntas Municipio
2019,31001,15003,267,Adams County,Honolulu County
2019,31001,04017,177,Adams County,Navajo County
2020,31001,28057,344,Adams County,Itawamba County
2020,23019,31001,464,Penobscot County,Adams County
2020,31001,12019,182,Adams County,Clay County
2020,55057,31001,891,Juneau County,Adams County
2018,21095,31053,103,Harlan County,Dodge County
2018,31053,04011,643,Dodge County,Greenlee County
2019,31053,18081,785,Dodge County,Johnson County
2019,01091,31053,528,Marengo County,Dodge County
2019,47147,31053,104,Robertson County,Dodge County
2019,31053,49001,55,Dodge County,Beaver County
2020,19125,31053,903,Marion County,Dodge County
2020,21081,31053,381,Grant County,Dodge County
2020,27037,31053,616,Dakota County,Dodge County
2018,31079,41061,929,Hall County,Union County
2018,31079,46035,876,Hall County,Davison County
2018,28025,31079,811,Clay County,Hall County
2018,40107,31079,413,Okfuskee County,Hall County
2018,21021,31079,199,Boyle County,Hall County
2019,45089,31079,607,Williamsburg County,Hall County
2019,31079,16049,577,Hall County,Idaho County
2019,31053,31079,740,Dodge County,Hall County
2020,31079,46129,944,Hall County,Walworth County
2020,53067,31079,414,Thurston County,Hall County
2018,31135,46027,972,Perkins County,Clay County
2018,31135,34003,273,Perkins County,Bergen County
2018,55107,31135,396,Rusk County,Perkins County
2019,31135,50005,968,Perkins County,Caledonia County
2019,19021,31135,191,Buena Vista County,Perkins County
2019,05129,31135,230,Searcy County,Perkins County
2019,19081,31135,273,Hancock County,Perkins County
2020,31135,32033,447,Perkins County,White Pine County
2020,31135,49017,499,Perkins County,Garfield County
2020,31135,32005,464,Perkins County,Douglas County
2020,31135,39135,141,Perkins County,Preble County
2018,31021,42091,569,Burt County,Montgomery County
2018,31021,55123,908,Burt County,Vernon County
2018,28061,31021,287,Jasper County,Burt County
2018,31021,48403,146,Burt County,Sabine County
2018,25009,31021,795,Essex County,Burt County
2019,29133,31021,178,Mississippi County,Burt County
2019,25009,31021,124,Essex County,Burt County
2019,31021,41027,369,Burt County,Hood River County
2019,25019,31021,995,Nantucket County,Burt County
2020,31021,29009,558,Burt County,Barry County
2020,21147,31021,887,McCreary County,Burt County
2018,47137,31089,375,Pickett County,Holt County
2018,28057,31089,261,Itawamba County,Holt County
2019,46137,31089,221,Ziebach County,Holt County
2019,31089,40009,955,Holt County,Beckham County
2019,44001,31089,615,Bristol County,Holt County
2019,34007,31089,758,Camden County,Holt County
2020,54083,31089,726,Randolph County,Holt County
2020,31089,31081,950,Holt County,Hamilton County
2020,31089,08115,890,Holt County,Sedgwick County
2020,31089,49019,341,Holt County,Grand County
2020,12091,31089,512,Okaloosa County,Holt County
2018,33001,32001,782,Belknap County,Churchill County
2018,50019,32001,462,Orleans County,Churchill County
2018,32001,01011,213,Churchill County,Bullock County
2019,32001,42091,189,Churchill County,Montgomery County
2019,32001,16009,323,Churchill County,Benewah County
2020,32001,28009,932,Churchill County,Benton County
2020,27153,32001,858,Todd County,Churchill County
2018,33007,32003,297,Coos County,Clark County
2018,32003,12075,359,Clark County,Levy County
2018,46127,32003,544,Union County,Clark County
2018,32003,36113,273,Clark County,Warren County
2019,40095,32003,242,Marshall County,Clark County
2019,32003,40001,578,Clark County,Adair County
2019,32003,22073,750,Clark County,Ouachita Parish
2019,54063,32003,301,Monroe County,Clark County
2020,32003,54039,447,Clark County,Kanawha County
2020,32003,50011,155,Clark County,Franklin County
2020,13287,32003,448,Turner County,Clark County
2018,16075,32011,171,Payette County,Eureka County
2018,32011,27025,463,Eureka County,Chisago County
2018,42129,32011,598,Westmoreland County,Eureka County
2019,38035,32011,294,Grand Forks County,Eureka County
2019,32011,38087,242,Eureka County,Slope County
2020,72059,32011,266,Guayanilla Municipio,Eureka County
2020,32011,17095,434,Eureka County,Knox County
2018,32033,41033,640,White Pine County,Josephine County
2018,25011,32033,921,Franklin County,White Pine County
2018,32033,47021,730,White Pine County,Cheatham County
2018,32005,32033,737,Douglas County,White Pine County
2018,32033,47045,528,White Pine County,Dyer County
2019,18135,32033,582,Randolph County,White Pine County
2019,32033,18089,842,White Pine County,Lake County
2019,30089,32033,944,Sanders County,White Pine County
2019,32033,30067,608,White Pine County,Park County
2020,32033,45051,618,White Pine County,Horry County
2020,32033,32003,740,White Pine County,Clark County
2018,04011,32023,86,Greenlee County,Nye County
2018,26061,32023,991,Houghton County,Nye County
2018,32023,48403,881,Nye County,Sabine County
2018,36001,32023,159,Albany County,Nye County
2018,32023,27025,779,Nye County,Chisago County
2019,37161,32023,739,Rutherford County,Nye County
2019,45051,32023,34,Horry County,Nye County
2019,40021,32023,91,Cherokee County,Nye County
2020,22105,32023,472,Tangipahoa Parish,Nye County
2020,46093,32023,483,Meade County,Nye County
2020,02070,32023,226,Dillingham Census Area,Nye County
2020,32023,16017,53,Nye County,Bonner County
2020,32023,01091,424,Nye County,Marengo County
2018,26037,32031,595,Clinton County,Washoe County
2018,55057,32031,939,Juneau County,Washoe County
2018,32031,18079,48,Washoe County,Jennings County
2019,32033,32031,896,White Pine County,Washoe County
2019,13261,32031,794,Sumter County,Washoe County
2019,54039,32031,483,Kanawha County,Washoe County
2020,04011,32031,779,Greenlee County,Washoe County
2020,29133,32031,836,Mississippi County,Washoe County
2020,53013,32031,758,Columbia County,Washoe County
2020,15009,32031,455,Maui County,Washoe County
2018,31145,32017,346,Red Willow County,Lincoln County
2018,38087,32017,27,Slope County,Lincoln County
2018,55069,32017,994,Lincoln County,Lincoln County
2018,30067,32017,146,Park County,Lincoln County
2018,32017,24039,107,Lincoln County,Somerset County
2019,32017,13315,775,Lincoln County,Wilcox County
2019,46129,32017,831,Walworth County,Lincoln County
2020,53049,32017,566,Pacific County,Lincoln County
2020,05139,32017,520,Union County,Lincoln County
2020,28037,32017,651,Franklin County,Lincoln County
2020,12123,32017,318,Taylor County,Lincoln County
2020,32017,50023,378,Lincoln County,Washington County
2018,32029,51700,34,Storey County,Newport News city
2018,32029,16009,620,Storey County,Benewah County
2018,40057,32029,264,Harmon County,Storey County
2019,10005,32029,480,Sussex County,Storey County
2019,36025,32029,242,Delaware County,Storey County
2019,20129,32029,448,Morton County,Storey County
2019,56019,32029,544,Johnson County,Storey County
2020,32029,02198,883,Storey County,Prince of Wales-Hyder Census Area
2020,36051,32029,802,Livingston County,Storey County
2020,32029,56025,555,Storey County,Natrona County
2018,32005,01073,216,Douglas County,Jefferson County
2018,32005,26057,185,Douglas County,Gratiot County
2018,42033,32005,436,Clearfield County,Douglas County
2019,32005,12011,311,Douglas County,Broward County
2019,27137,32005,806,St. Louis County,Douglas County
2020,32005,38035,446,Douglas County,Grand Forks County
2020,32005,06105,410,Douglas County,Trinity County
2020,32005,42073,128,Douglas County,Lawrence County
2020,32005,25009,156,Douglas County,Essex County
2020,32005,50025,987,Douglas County,Windham County
2018,32019,13191,730,Lyon County,McIntosh County
2018,45051,32019,979,Horry County,Lyon County
2019,51163,32019,826,Rockbridge County,Lyon County
2019,32019,50019,53,Lyon County,Orleans County
2019,11001,32019,191,District of Columbia,Lyon County
2020,32019,16009,184,Lyon County,Benewah County
2020,32019,02110,229,Lyon County,Juneau City and Borough
2018,35028,33017,837,Los Alamos County,Strafford County
2018,02220,33017,509,Sitka City and Borough,Strafford County
2018,33017,38083,48,Strafford County,Sheridan County
2018,33017,72067,471,Strafford County,Hormigueros Municipio
2019,33017,04003,639,Strafford County,Cochise County
2019,33017,32003,65,Strafford County,Clark County
2019,33017,01019,727,Strafford County,Cherokee County
2019,33017,42123,652,Strafford County,Warren County
2019,04011,33017,536,Greenlee County,Strafford County
2020,33013,33017,338,Merrimack County,Strafford County
2020,33017,23029,188,Strafford County,Washington County
2020,48381,33017,695,Randall County,Strafford County
2020,15003,33017,198,Honolulu County,Strafford County
2020,10001,33017,374,Kent County,Strafford County
2018,33003,45071,551,Carroll County,Newberry County
2018,25019,33003,63,Nantucket County,Carroll County
2019,01019,33003,330,Cherokee County,Carroll County
2019,33003,39137,274,Carroll County,Putnam County
2019,33003,21081,905,Carroll County,Grant County
2020,33003,54053,803,Carroll County,Mason County
2020,33003,17135,353,Carroll County,Montgomery County
2018,28061,33011,318,Jasper County,Hillsborough County
2018,29139,33011,794,Montgomery County,Hillsborough County
2018,30073,33011,945,Pondera County,Hillsborough County
2019,46129,33011,554,Walworth County,Hillsborough County
2019,09001,33011,110,Fairfield County,Hillsborough County
2019,48235,33011,23,Irion County,Hillsborough County
2019,06011,33011,723,Colusa County,Hillsborough County
2019,41063,33011,344,Wallowa County,Hillsborough County
2020,33011,46035,204,Hillsborough County,Davison County
2020,53031,33011,735,Jefferson County,Hillsborough County
2018,33001,54025,241,Belknap County,Greenbrier County
2018,33001,01011,289,Belknap County,Bullock County
2018,33001,37161,842,Belknap County,Rutherford County
2019,33001,39153,447,Belknap County,Summit County
2019,33001,38095,828,Belknap County,Towner County
2019,38087,33001,835,Slope County,Belknap County
2020,04015,33001,914,Mohave County,Belknap County
2020,33001,20107,43,Belknap County,Linn County
2018,23001,33015,744,Androscoggin County,Rockingham County
2018,33015,18145,462,Rockingham County,Shelby County
2018,47001,33015,301,Anderson County,Rockingham County
2018,50003,33015,208,Bennington County,Rockingham County
2018,54011,33015,66,Cabell County,Rockingham County
2019,33015,18053,382,Rockingham County,Grant County
2019,72065,33015,107,Hatillo Municipio,Rockingham County
2019,33015,29095,581,Rockingham County,Jackson County
2019,33015,04025,932,Rockingham County,Yavapai County
2020,38007,33015,32,Billings County,Rockingham County
2020,33015,51163,100,Rockingham County,Rockbridge County
2020,46127,33015,897,Union County,Rockingham County
2018,33005,32023,948,Cheshire County,Nye County
2018,40001,33005,965,Adair County,Cheshire County
2019,36001,33005,575,Albany County,Cheshire County
2019,53073,33005,825,Whatcom County,Cheshire County
2019,04005,33005,695,Coconino County,Cheshire County
2019,26009,33005,444,Antrim County,Cheshire County
2019,33009,33005,763,Grafton County,Cheshire County
2020,33005,53067,888,Cheshire County,Thurston County
2020,30011,33005,627,Carter County,Cheshire County
2020,33005,33009,139,Cheshire County,Grafton County
2020,46027,33005,851,Clay County,Cheshire County
2018,33019,33013,917,Sullivan County,Merrimack County
2018,04025,33019,59,Yavapai County,Sullivan County
2019,54083,33019,538,Randolph County,Sullivan County
2019,04027,33019,211,Yuma County,Sullivan County
2019,33019,32019,722,Sullivan County,Lyon County
2020,25017,33019,259,Middlesex County,Sullivan County
2020,02275,33019,887,Wrangell City and Borough,Sullivan County
2020,33019,48411,550,Sullivan County,San Saba County
2018,33009,21009,496,Grafton County,Barren County
2018,33009,41017,656,Grafton County,Deschutes County
2018,33009,39009,932,Grafton County,Athens County
2018,33009,51025,524,Grafton County,Brunswick County
2018,09015,33009,570,Windham County,Grafton County
2019,16009,33009,450,Benewah County,Grafton County
2019,50027,33009,173,Windsor County,Grafton County
2019,33009,04027,886,Grafton County,Yuma County
2019,51025,33009,700,Brunswick County,Grafton County
2019,33009,13061,709,Grafton County,Clay County
2020,33009,23023,45,Grafton County,Sagadahoc County
2020,33009,16025,798,Grafton County,Camas County
2020,37089,33009,292,Henderson County,Grafton County
2020,33009,41025,686,Grafton County,Harney County
2020,33009,54087,46,Grafton County,Roane County
2018,38039,33007,314,Griggs County,Coos County
2018,39001,33007,976,Adams County,Coos County
2018,51790,33007,237,Staunton city,Coos County
2018,24019,33007,118,Dorchester County,Coos County
2019,39135,33007,419,Preble County,Coos County
2019,33007,27001,382,Coos County,Aitkin County
2019,33007,42019,199,Coos County,Butler County
2020,22123,33007,348,West Carroll Parish,Coos County
2020,02070,33007,745,Dillingham Census Area,Coos County
2018,08121,33013,495,Washington County,Merrimack County
2018,36115,33013,916,Washington County,Merrimack County
2018,33013,54087,128,Merrimack County,Roane County
2018,33013,49055,12,Merrimack County,Wayne County
2019,26001,33013,388,Alcona County,Merrimack County
2019,27001,33013,689,Aitkin County,Merrimack County
2019,33013,30089,316,Merrimack County,Sanders County
2020,28009,33013,47,Benton County,Merrimack County
2020,21021,33013,994,Boyle County,Merrimack County
2020,38039,33013,757,Griggs County,Merrimack County
2018,34001,29021,775,Atlantic County,Buchanan County
2018,36025,34001,432,Delaware County,Atlantic County
2019,16073,34001,514,Owyhee County,Atlantic County
2019,42073,34001,328,Lawrence County,Atlantic County
2019,34001,72021,386,Atlantic County,Bayamón Municipio
2019,06051,34001,432,Mono County,Atlantic County
2020,33019,34001,571,Sullivan County,Atlantic County
2020,34001,13159,728,Atlantic County,Jasper County
2020,04003,34001,182,Cochise County,Atlantic County
2020,27009,34001,156,Benton County,Atlantic County
2018,26009,34035,751,Antrim County,Somerset County
2018,34035,36097,827,Somerset County,Schuyler County
2018,34035,45007,491,Somerset County,Anderson County
2019,22105,34035,983,Tangipahoa Parish,Somerset County
2019,34035,31135,580,Somerset County,Perkins County
2020,51025,34035,186,Brunswick County,Somerset County
2020,29163,34035,950,Pike County,Somerset County
2018,49025,34031,241,Kane County,Passaic County
2018,34031,28021,110,Passaic County,Claiborne County
2018,36001,34031,776,Albany County,Passaic County
2018,34031,49019,510,Passaic County,Grand County
2019,12027,34031,994,DeSoto County,Passaic County
2019,32011,34031,524,Eureka County,Passaic County
2019,13061,34031,689,Clay County,Passaic County
2020,34031,38025,896,Passaic County,Dunn County
2020,38095,34031,333,Towner County,Passaic County
2020,50001,34031,364,Addison County,Passaic County
2018,32011,34003,937,Eureka County,Bergen County
2018,21053,34003,590,Clinton County,Bergen County
2018,53031,34003,864,Jefferson County,Bergen County
2019,32003,34003,665,Clark County,Bergen County
2019,25005,34003,340,Bristol County,Bergen County
2019,55099,34003,995,Price County,Bergen County
2020,34003,41027,144,Bergen County,Hood River County
2020,34003,23019,57,Bergen County,Penobscot County
2020,34003,53013,876,Bergen County,Columbia County
2020,17081,34003,343,Jefferson County,Bergen County
2018,34017,18089,932,Hudson County,Lake County
2018,34017,54087,416,Hudson County,Roane County
2019,34017,12009,473,Hudson County,Brevard County
2019,21021,34017,757,Boyle County,Hudson County
2019,34017,72067,608,Hudson County,Hormigueros Municipio
2020,48403,34017,205,Sabine County,Hudson County
2020,34017,51087,361,Hudson County,Henrico County
2020,34017,30025,756,Hudson County,Fallon County
2020,28057,34017,822,Itawamba County,Hudson County
2018,34011,32011,624,Cumberland County,Eureka County
2018,18135,34011,965,Randolph County,Cumberland County
2018,09013,34011,767,Tolland County,Cumberland County
2018,46129,34011,955,Walworth County,Cumberland County
2018,49027,34011,687,Millard County,Cumberland County
2019,34011,29023,337,Cumberland County,Butler County
2019,34011,09005,331,Cumberland County,Litchfield County
2019,34011,06069,442,Cumberland County,San Benito County
2019,21129,34011,490,Lee County,Cumberland County
2019,25027,34011,597,Worcester County,Cumberland County
2020,34011,38039,325,Cumberland County,Griggs County
2020,34011,20001,545,Cumberland County,Allen County
2018,34023,51163,639,Middlesex County,Rockbridge County
2018,34023,42129,545,Middlesex County,Westmoreland County
2018,34023,21021,230,Middlesex County,Boyle County
2018,34023,29141,494,Middlesex County,Morgan County
2019,51105,34023,975,Lee County,Middlesex County
2019,13113,34023,13,Fayette County,Middlesex County
2019,08071,34023,694,Las Animas County,Middlesex County
2019,34023,46109,980,Middlesex County,Roberts County
2020,54027,34023,348,Hampshire County,Middlesex County
2020,34023,06011,453,Middlesex County,Colusa County
2020,34023,47145,745,Middlesex County,Roane County
2018,04027,34007,650,Yuma County,Camden County
2018,34007,12091,279,Camden County,Okaloosa County
2018,48159,34007,748,Franklin County,Camden County
2019,34007,42011,964,Camden County,Berks County
2019,34007,04027,862,Camden County,Yuma County
2019,28021,34007,995,Claiborne County,Camden County
2019,34007,32023,174,Camden County,Nye County
2019,17125,34007,124,Mason County,Camden County
2020,72059,34007,233,Guayanilla Municipio,Camden County
2020,16073,34007,216,Owyhee County,Camden County
2020,09003,34007,400,Hartford County,Camden County
2020,33005,34007,77,Cheshire County,Camden County
2020,34007,28107,449,Camden County,Panola County
2018,08011,34037,388,Bent County,Sussex County
2018,02150,34037,847,Kodiak Island Borough,Sussex County
2018,48159,34037,21,Franklin County,Sussex County
2018,34037,18145,454,Sussex County,Shelby County
2018,34037,44001,733,Sussex County,Bristol County
2019,34037,46013,807,Sussex County,Brown County
2019,34037,26057,714,Sussex County,Gratiot County
2020,34037,46093,224,Sussex County,Meade County
2020,34037,36025,279,Sussex County,Delaware County
2020,34037,13199,788,Sussex County,Meriwether County
2020,51087,34037,267,Henrico County,Sussex County
2020,34037,49017,328,Sussex County,Garfield County
2018,21009,34033,425,Barren County,Salem County
2018,33009,34033,776,Grafton County,Salem County
2019,15001,34033,562,Hawaii County,Salem County
2019,37161,34033,17,Rutherford County,Salem County
2020,34033,54025,417,Salem County,Greenbrier County
2020,42091,34033,994,Montgomery County,Salem County
2020,34033,49017,261,Salem County,Garfield County
2020,25001,34033,330,Barnstable County,Salem County
2018,05025,35059,375,Cleveland County,Union County
2018,01073,35059,307,Jefferson County,Union County
